seriesuid,coordX-error,coordY-error,coordZ-error,diameter_mm-error
LKDS-00241,216.1706384644525,17.536726281039307,67.5,7.894819309289257
LKDS-00241,58.63162793970275,40.275754645474365,110.0,4.691766689245899
LKDS-00241,208.9440783486383,34.88047055899341,110.0,0.6006508369992183
LKDS-00241,182.92846193170715,71.01327113806445,110.0,2.134921977942188
LKDS-00241,187.9870540127771,10.310166165225098,1.25,13.135927249963085
LKDS-00241,49.9597558007257,32.712502524249146,95.0,1.709041645104687
LKDS-00241,182.92846193170715,20.764042332776,65.0,6.913450668280323
LKDS-00241,168.47534170007873,102.81013564764697,65.0,0.009042690222461403
LKDS-00241,2.264459036351923,18.259382292620728,96.25,1.2117605705807613
LKDS-00241,137.40113320207763,55.837494894854615,96.25,6.9206047554562495
LKDS-00241,19.75259765005029,75.23652031681753,1.25,4.8167794931767585
LKDS-00241,149.83067973470605,56.44746401570059,1.25,13.357968686902344
LKDS-00241,183.79551227903283,39.10371973774649,1.25,0.17343890777844218
LKDS-00241,66.72523840284265,35.49043967983938,1.25,3.8604964006779787
LKDS-00241,184.51816829061426,3.5329849455573488,1.25,5.671640752637208
LKDS-00241,179.4595762095443,85.35370447895743,1.25,4.017420648419678
LKDS-00241,166.45176800107873,39.66578552462839,1.25,12.801333783948243
LKDS-00241,154.16661580419458,94.02557661793448,108.75,5.119463323437989
LKDS-00241,174.40098412847436,8.029511239745386,108.75,7.804354070508301
LKDS-00241,36.37368591642297,84.631048467376,12.5,0.5881000746129152
LKDS-00241,182.35020025587,94.02557661793448,42.5,0.7840286504389646
LKDS-00241,154.16661580419458,69.45527222416617,42.5,1.3832215059636233
LKDS-00241,214.1470647654525,46.3302798535607,42.5,18.825690625989257
LKDS-00241,56.60805424070276,104.14276078007437,0.0,6.239104627454102
LKDS-00241,206.9205046496383,28.98653557560659,0.0,11.53152215369922
LKDS-00241,180.90488823270715,7.146265003464453,0.0,8.795949338757813
LKDS-00241,185.9634803137771,53.556839969374906,111.25,24.066798566663085
LKDS-00241,47.936182101725706,31.154503610350854,15.0,12.639912961804688
LKDS-00241,180.90488823270715,84.631048467376,45.0,4.017420648419678
LKDS-00241,166.45176800107873,38.94312951304697,45.0,10.92182862647754
LKDS-00241,0.2408853373519264,45.607623841979276,13.75,12.142631887280762
LKDS-00241,135.37755950307763,8.029511239745386,13.75,17.85147607215625
LKDS-00241,6.2148416996497104,108.66681682721753,15.0,3.657261081416758
LKDS-00241,123.86324038500605,89.87776052610059,15.0,12.198450275142344
LKDS-00241,157.82807292933285,72.53401624814649,15.0,1.3329573195384423
LKDS-00241,40.75779905314265,68.92073619023938,15.0,2.7009779889179786
LKDS-00241,158.55072894091427,29.897311564842653,15.0,4.512122340877207
LKDS-00241,153.49213685984432,118.78400098935742,12.5,2.857902236659678
LKDS-00241,140.48432865137875,6.235489014228392,12.5,11.641815372188242
LKDS-00241,128.1991764544946,127.45587312833447,95.0,3.9599449116779883
LKDS-00241,148.43354477877438,41.45980775014539,95.0,6.644835658748301
LKDS-00241,10.40624656672297,118.061344977776,1.25,0.5714183371470849
LKDS-00241,156.38276090617,127.45587312833447,28.75,1.9435470621989648
LKDS-00241,128.1991764544946,102.88556873456616,28.75,0.2237030942036231
LKDS-00241,188.17962541575253,79.7605763639607,28.75,17.666172214229256
LKDS-00241,30.640614891002755,137.57305729047437,13.75,5.079586215694102
LKDS-00241,180.95306529993832,62.41683208600659,13.75,10.372003741939219
LKDS-00241,154.93744888300716,26.28403150693555,13.75,7.636430926997813
LKDS-00241,159.9960409640771,86.9871364797749,97.5,22.907280154903084
LKDS-00241,21.968742752025705,64.58480012075086,1.25,11.480394550044688
LKDS-00241,154.93744888300716,118.061344977776,31.25,2.857902236659678
LKDS-00241,140.48432865137875,5.512833002646971,31.25,9.76231021471754
LKDS-00241,25.726554012348075,79.03792035237927,0.0,10.983113475520762
LKDS-00241,109.41012015337763,41.45980775014539,0.0,16.69195766039625
LKDS-00241,2.3946836462503,113.83957641261753,45.0,2.6309246129467576
LKDS-00241,132.47276573090608,95.05052011150059,45.0,11.172113806672343
LKDS-00241,166.43759827523286,77.70677583354649,45.0,2.3592937880084426
LKDS-00241,49.36732439904266,74.09349577563938,45.0,1.6746415204479783
LKDS-00241,167.16025428681428,35.070071150242654,45.0,3.485785872407207
LKDS-00241,162.10166220574433,123.95676057475742,42.5,1.8315657681896775
LKDS-00241,149.09385399727876,1.0627294288283906,42.5,10.615478903718241
LKDS-00241,136.8087018003946,132.62863271373448,65.0,2.933608443207988
LKDS-00241,157.0430701246744,46.63256733554539,65.0,5.618499190278301
LKDS-00241,19.01577191262298,123.234104563176,31.25,1.5977548056170852
LKDS-00241,164.99228625207002,132.62863271373448,1.25,2.969883530668965
LKDS-00241,136.8087018003946,108.05832831996617,1.25,0.8026333742663772
LKDS-00241,196.78915076165254,84.9333359493607,1.25,16.639835745759257
LKDS-00241,39.250140236902766,142.74581687587437,43.75,4.053249747224101
LKDS-00241,189.56259064583833,67.5895916714066,43.75,9.345667273469218
LKDS-00241,163.54697422890717,31.45679109233555,43.75,6.610094458527812
LKDS-00241,168.60556630997712,92.1598960651749,67.5,21.880943686433085
LKDS-00241,30.578268097925715,69.75755970615086,28.75,10.454058081574686
LKDS-00241,163.54697422890717,123.234104563176,1.25,1.8315657681896775
LKDS-00241,149.09385399727876,0.3400734172469697,1.25,8.735973746247538
LKDS-00241,17.117028666448064,84.21067993777928,30.0,9.95677700705076
LKDS-00241,118.01964549927764,46.63256733554539,30.0,15.665621191926249
LKDS-00006,138.39016425615134,4.3551855898753615,0.6999999880699193,10.380059852515357
LKDS-00006,137.69875824456992,41.69111021527209,0.6999999880699193,9.8190590001
LKDS-00006,9.097240090425629,94.9293731070415,0.6999999880699193,10.18747748366465
LKDS-00006,175.72608888154807,107.37468131550708,0.6999999880699193,0.5874353505028314
LKDS-00006,4.257398009355683,14.034869752015254,9.15179043659009e-12,6.70352162352671
LKDS-00006,150.8354724646169,19.56611784466662,9.15179043659009e-12,1.7241588688744134
LKDS-00123,92.53415253966998,0.6225415073322722,6.103500004428497e-05,8.04224282751289
LKDS-00138,134.6425704774311,48.49975626350006,1.25,0.9421145822303707
LKDS-00138,130.53124056429175,80.56812958598694,1.25,1.0940234567420895
LKDS-00138,17.476636308724622,52.611086176639404,1.25,4.691298732588965
LKDS-00208,132.2146370234032,84.61482429061796,1.25,11.536391686132305
LKDS-00208,48.09153757710652,81.18122839485075,1.25,0.05739550716603503
LKDS-00208,11.466514688922928,70.88044070754911,1.25,3.1029458535405468
LKDS-00208,52.66966543812947,68.59137677703764,1.25,4.086832572290547
LKDS-00208,129.35330711026387,16.103988651886926,1.25,2.8687948691157032
LKDS-00208,129.35330711026387,19.37650227104093,0.0,1.6005033957270314
LKDS-00324,13.986853731063903,10.859744103914807,0.6000000258700311,5.803340487154005
LKDS-00324,2.599078523727357,44.031608613497326,0.6000000218136847,10.067016072599413
LKDS-00324,141.31778465470882,33.620710579389026,0.6000000218136847,2.6902250722332024
LKDS-00324,150.36465679368587,11.613650115496227,2.02817318495363e-09,10.462251476915357
LKDS-00324,13.90766869744867,25.327744451993397,2.02817318495363e-09,0.7556958719806648
LKDS-00071,15.623023415038844,46.77647573964259,1.0000610350000443,2.3080111409400876
LKDS-00071,19.24026999430869,9.278231310680894,1.0000610350000443,2.3080111409400876
LKDS-00071,164.6465128902891,73.53606622202733,1.0000610350000443,1.4674438570762698
LKDS-00071,126.36524953884866,40.62412984387538,50.999938964999956,4.551427688715356
LKDS-00071,125.68165555043008,3.7100544692721087,50.999938964999956,15.6476911639
LKDS-00071,1.4668262954256335,48.92668263895848,50.999938964999956,4.358845319864648
LKDS-00071,163.27932491345194,61.231374430492906,50.999938964999956,6.416067514302832
LKDS-00071,137.98634734196452,22.850686144992324,51.999938964999956,2.7502647305702146
LKDS-00071,11.52145948452737,26.26865608708522,49.999938964999956,1.695000085713965
LKDS-00071,150.97463312191752,22.850686144992324,49.999938964999956,4.138715181233985
LKDS-00071,16.990211391876002,0.2920845271792132,49.999938964999956,4.135951843378442
LKDS-00071,115.42774572415139,40.62412984387538,6.103500004428497e-05,4.3315139676307615
LKDS-00071,99.70508399052407,20.799904179736586,6.103500004428497e-05,9.273398790242773
LKDS-00071,131.90489120236117,1.2951501543574295,52.000061035000044,2.1343458167900877
LKDS-00071,166.7681846117087,57.349857204680916,52.000061035000044,2.1343458167900877
LKDS-00071,17.118598272889088,121.60769211602735,52.000061035000044,1.6411091812262697
LKDS-00071,21.162665078551342,7.447496050124641,6.103500004428497e-05,4.377762364565356
LKDS-00071,21.84625906696992,44.36157142472791,6.103500004428497e-05,15.82135648805
LKDS-00071,148.99474091282565,96.9983085329585,6.103500004428497e-05,4.185179995714648
LKDS-00071,15.75141029605193,109.30300032449293,6.103500004428497e-05,6.589732838452832
LKDS-00071,9.541567275435497,25.220939749007698,0.9999389649999557,2.5765994064202147
LKDS-00071,136.00645513287265,21.802969806914803,1.0000610350000443,1.868665409863965
LKDS-00071,3.4467185045175057,25.220939749007698,1.0000610350000443,4.3123805053839845
LKDS-00071,130.537703225524,47.77954136682081,1.0000610350000443,3.962286519228442
LKDS-00071,32.10016889324861,7.447496050124641,51.000061035000044,4.1578486434807616
LKDS-00071,47.82283062687593,27.271721714263435,51.000061035000044,9.447064114392774
LKDS-00032,116.7296765734,33.49366258699999,0.999975586000005,5.083592160334961
LKDS-00032,95.4328015734,50.95946241300001,1.000024413999995,5.083592160334961
LKDS-00032,117.4640515734,11.303212413000011,1.000024413999995,8.407614393821136
LKDS-00032,28.6765734266,14.975087413000011,2.441399999497662e-05,5.216445223698242
LKDS-00343,16.75920471388413,2.9116206853179847,0.999975586000005,3.525604382701758
LKDS-00343,129.55221280294967,5.645996638992301,2.441399999497662e-05,21.954477115921136
LKDS-00343,121.34908494192673,7.013184615829459,1.000024413999995,16.120410307697412
LKDS-00343,41.36858829695298,2.2280266968994056,1.000024413999995,14.755889757923242
LKDS-00201,68.277397826949,4.077665923641149,73.60000109655789,10.450927951573487
LKDS-00201,61.09060232277787,23.853665946529333,0.8000000117533546,7.895514228581543
LKDS-00201,36.37060229416764,115.31766605238718,0.8000000117533546,0.6880419466503902
LKDS-00201,83.10939784411514,18.085665939853612,74.40000110847882,2.5358454968920903
LKDS-00201,140.78939791087234,61.75766599039835,74.40000110847882,14.536000707387085
LKDS-00201,123.48539789084518,106.25366604189676,74.40000110847882,16.31271991991913
LKDS-00201,83.10939784411514,120.26166605810923,74.40000110847882,10.307321288823243
LKDS-00201,98.76539786223495,8.282334090663966,0.8000000120885034,8.187529304265137
LKDS-00201,33.07460229035294,24.762334109737452,1.6757439880166203e-10,7.665504195927735
LKDS-00201,52.091124269489,76.75987916785884,0.80000001144208,19.441144132473486
LKDS-00201,77.27687588023787,56.98387914497066,73.60000109624661,16.885730409481543
LKDS-00201,52.55687585162764,34.48012096088719,73.60000109624661,8.302174234249609
LKDS-00201,66.92312428665514,62.75187915164638,4.788489604834467e-10,11.52606167779209
LKDS-00201,124.60312435341234,19.079879101101643,4.788489604834467e-10,23.526216888287085
LKDS-00201,107.29912433338518,25.41612095039677,4.788489604834467e-10,25.302936100819128
LKDS-00201,66.92312428665514,39.42412096660924,4.788489604834467e-10,19.297537469723242
LKDS-00201,82.57912430477495,89.11987918216396,75.20000112008847,17.177745485165136
LKDS-00201,49.26087584781294,105.59987920123744,74.40000110816754,16.655720376827734
LKDS-00376,99.85073852541358,77.95261812209706,0.625,8.167059183493457
LKDS-00376,125.08512973787695,28.96821165084462,0.625,8.54446530379375
LKDS-00376,137.70232534410866,22.288519859310195,0.625,9.685753583535352
LKDS-00376,70.11030817029565,17.04744291305919,0.0,4.774585962668262
LKDS-00351,79.9634451728804,30.961845016013157,194.59999668601438,4.3940605804666015
LKDS-00351,67.02866651001145,41.1474927906885,194.59999668601438,2.674121887947705
LKDS-00351,96.60406158981155,47.60246143294431,195.29999667409345,2.3081558063284424
LKDS-00351,44.84117795410324,35.121999120245945,195.29999667409345,2.2016775920645264
LKDS-00351,134.04544852790664,41.840851808060634,195.29999667409345,19.766365496848437
LKDS-00351,44.84117795410324,58.48146822499179,195.29999667409345,3.508492915366504
LKDS-00351,51.08140911045242,13.627869581709874,90.2999984622328,1.068439038063672
LKDS-00351,76.49665008601974,3.0127468352212787,90.2999984622328,3.7902464554055664
LKDS-00351,43.454459919358975,1.1474072690115094,163.09999722245618,2.646690638329175
LKDS-00351,5.3197139638917506,1.626028800477016,195.99999666217252,10.72942492220244
LKDS-00351,44.147818936731106,7.3876384253606915,162.3999972343771,15.662966220115038
LKDS-00351,53.16148616256881,3.70610585259341,163.79999721053525,2.4085373565896484
LKDS-00351,78.57672713813614,7.172900939454067,163.79999721053525,0.07581618573823246
LKDS-00351,107.69780586776565,5.307561373244297,0.6999999880464429,5.790716616843555
LKDS-00351,87.59039436397384,71.65528955506228,0.6999999880464429,15.294651477073046
LKDS-00351,76.49665008601974,2.534125303755772,3.26281224261038e-11,24.617615191672655
LKDS-00351,97.99077962455581,64.9364368672476,118.29999798539563,21.53464361879668
LKDS-00351,19.88025332870651,11.54779252959348,90.99999845031186,12.890224902366015
LKDS-00351,67.72202552738358,29.36038949536227,90.99999845031186,1.4157450511709717
LKDS-00351,16.413458241845852,78.5888797287836,90.99999845031186,7.994926898215625
LKDS-00351,153.20432092678038,85.17019888301317,104.29999822381438,4.006246560806601
LKDS-00351,6.212209243888552,13.060861076311511,104.29999822381438,3.0619359076077055
LKDS-00351,169.84493734371154,101.81081529994432,104.99999821189346,2.695969825988443
LKDS-00351,28.399697799796755,89.33035298724596,104.99999821189346,2.589491611724527
LKDS-00351,207.28632428180663,12.36750205893938,104.99999821189346,19.378551477188438
LKDS-00351,28.399697799796755,4.273114357991773,104.99999821189346,3.1206788957065035
LKDS-00351,22.159466643447573,67.83622344870989,3.2791547255328624e-11,1.4562530577236723
LKDS-00351,149.73752583991973,51.195607031778735,3.2791547255328624e-11,3.402432435745566
LKDS-00351,29.786415834541017,55.35576113601152,72.79999876025619,3.0345046579891752
LKDS-00351,67.92116179000824,52.582325066523,105.69999819997253,10.341610902542442
LKDS-00351,29.093056817168886,61.595992292360705,72.09999877217712,15.27515220045504
LKDS-00351,20.07938959133118,50.502248014406604,73.49999874833526,2.020723336929648
LKDS-00351,151.81760289203612,47.03545292754595,73.49999874833526,0.46363020539823285
LKDS-00351,180.93868162166564,59.51591524024431,90.99999845024644,5.402902597183554
LKDS-00351,160.83127011787383,17.44693568806227,90.99999845024644,14.906837457413047
LKDS-00351,149.73752583991973,56.742479170755786,90.29999846216737,24.229801172012657
LKDS-00351,171.2316553784558,119.14479073424761,27.999999523195633,21.14682959913668
LKDS-00351,53.36062242519348,65.7561463965935,0.6999999881118626,12.502410882706016
LKDS-00351,5.51885022651642,24.847964371637744,0.6999999881118626,1.803559070830972
LKDS-00351,56.82741751205414,24.380525861783582,0.6999999881118626,7.607112878555625
LKDS-00351,140.44496802578038,75.86746307801317,76.99999868869438,6.195361817483398
LKDS-00351,6.547143657111448,3.7581252713115134,76.99999868869438,13.263544285897705
LKDS-00351,157.08558444271154,92.50807949494433,77.69999867677345,12.897578204278442
LKDS-00351,15.640344898796755,80.02761718224596,77.69999867677345,12.791099990014526
LKDS-00351,194.52697138080663,3.064766253939382,77.69999867677345,9.176943098898438
LKDS-00351,15.640344898796755,13.57585016299177,77.69999867677345,7.080929482583496
LKDS-00351,9.400113742447573,58.53348764370989,27.29999953508721,11.657861436013672
LKDS-00351,136.97817293891973,41.89287122677874,27.29999953508721,6.799175942544434
LKDS-00351,17.027062933541018,46.053025331011526,45.49999922513618,13.236113036279175
LKDS-00351,55.16180888900824,43.279589261523,78.39999866485252,0.14000252425244142
LKDS-00351,16.333703916168886,52.29325648736071,44.79999923705711,5.073543822165039
LKDS-00351,7.320036690331179,41.199512209406606,46.19999921321525,8.180885041360352
LKDS-00351,139.05824999103612,37.73271712254595,46.19999921321525,10.665238583688232
LKDS-00351,168.17932872066564,50.213179435244314,118.29999798536645,4.798705781106445
LKDS-00351,148.07191721687383,26.749671493062266,118.29999798536645,4.705229079123047
LKDS-00351,136.97817293891973,47.43974336575579,117.59999799728737,14.028192793722656
LKDS-00351,158.4723024774558,109.84205492924761,0.6999999880756302,10.94522122084668
LKDS-00351,40.601269524193484,56.453410591593496,26.59999954700814,2.3008025044160156
LKDS-00351,7.240502674483579,15.545228566637746,26.59999954700814,12.005167449120972
LKDS-00351,44.06806461105414,33.68326166678358,26.59999954700814,2.594495499734375
LKDS-00351,20.903555980319595,3.125224628686837,31.49999946351437,13.686332282083399
LKDS-00351,167.89566766321144,75.2345624353885,31.49999946351437,20.754514750497705
LKDS-00351,4.262939563388443,13.515391788244315,32.19999945159344,20.388548668878443
LKDS-00351,145.70817910730324,1.034929475545951,32.19999945159344,20.282070454614527
LKDS-00351,33.17844737470665,75.92792145276063,32.19999945159344,1.6859726342984374
LKDS-00351,145.70817910730324,92.56853786969178,32.19999945159344,14.571899947183496
LKDS-00351,151.94841026365242,20.45920006299012,72.79999876026721,19.148831900613672
LKDS-00351,24.370351067180252,37.09981647992127,72.79999876026721,14.290146407144434
LKDS-00351,144.32146107255898,32.939662375688485,4.382627594168298e-11,20.727083500879175
LKDS-00351,106.18671511709175,35.71309844517701,32.89999943967251,7.350967940347559
LKDS-00351,145.0148200899311,26.699431219339303,0.6999999881228973,2.417426642434961
LKDS-00351,154.0284873157688,37.793175497293404,0.6999999880352448,15.671855505960352
LKDS-00351,22.290274015063858,41.25997058415406,0.6999999880352448,18.156209048288233
LKDS-00351,6.830804714565659,28.779508271455697,163.79999721054645,12.289676245706445
LKDS-00351,13.27660678922615,105.74235919976228,163.79999721054645,2.7857413854769533
LKDS-00351,24.370351067180252,31.552944340944222,163.09999722246738,6.537222329122656
LKDS-00351,2.87622152864418,30.8493672225476,44.79999923710437,3.4542507562466795
LKDS-00351,120.74725448190651,22.539277115106515,72.09999877218814,5.1901679601839845
LKDS-00351,168.58902668058357,63.447459140062264,72.09999877218814,19.496137913720972
LKDS-00351,117.28045939504585,112.67594937348359,72.09999877218814,10.085465964334375
LKDS-00351,63.648834719080405,49.603185487013164,0.6999999880856222,1.2138959091833978
LKDS-00351,83.34327696381143,22.506152319688496,0.6999999880856222,8.282078377597704
LKDS-00351,80.28945113601156,66.24380190394432,6.551204023708124e-12,7.916112295978442
LKDS-00351,61.15578840790324,53.76333959124595,6.551204023708124e-12,7.809634081714526
LKDS-00351,117.73083807410666,23.199511337060628,6.551204023708124e-12,14.158409007198438
LKDS-00351,61.15578840790324,39.84012775399178,6.551204023708124e-12,2.0994635742834955
LKDS-00351,67.39601956425241,32.26921005270988,104.99999821186721,6.676395527713671
LKDS-00351,60.18203963221975,15.628593635778728,104.99999821186721,1.817710034244433
LKDS-00351,59.769070373158975,19.788747740011516,32.19999945164382,8.254647127979174
LKDS-00351,21.63432441769175,17.01531167052299,0.6999999880725198,5.121468432552442
LKDS-00351,60.462429390531106,26.028978896360698,32.89999943972289,10.05500973046504
LKDS-00351,69.4760966163688,14.935234618406596,31.49999946356475,3.199419133060351
LKDS-00351,62.26211668433614,11.46843953154594,31.49999946356475,5.683772675388232
LKDS-00351,91.38319541396567,23.948901844244304,195.99999666214643,0.18276012719355528
LKDS-00351,71.27578391017386,53.013949084062276,195.99999666214643,9.686694987423047
LKDS-00351,60.18203963221975,21.17546577475578,195.29999667406736,19.009658702022655
LKDS-00351,81.67616917075583,83.5777773382476,76.99999868870437,15.92668712914668
LKDS-00351,36.19486378250651,30.189133000593486,104.29999822378814,7.282268412716016
LKDS-00351,84.03663598118357,10.719049024362263,104.29999822378814,7.023701540820971
LKDS-00351,32.72806869564585,59.94753925778359,104.29999822378814,2.3869704085656256
LKDS-00130,74.33262409198494,106.16930709146274,0.0,1.9798851691857227
LKDS-00130,106.24670709598274,60.89584050439609,0.0,3.4277014053687207
LKDS-00130,76.33153520595818,43.82551703714145,1.25,3.236222335018242
LKDS-00130,66.1685563467762,8.200494148957862,1.25,9.606679030574883
LKDS-00018,63.12378876,16.8846899225,0.0,5.825028462243672
LKDS-00018,174.06128876,44.8340600775,0.625,4.30054135816038
LKDS-00018,193.59253876,34.6778100775,0.625,6.402192073034648
LKDS-00018,42.81128876,29.2090600775,0.625,2.575571971105937
LKDS-00372,196.365537037,43.32427777799998,1.0,7.805361878028242
LKDS-00372,59.803037036999996,15.293027777999981,0.0,19.674969803443283
LKDS-00372,26.740537036999996,43.32427777799998,0.0,7.006562102684649
LKDS-00372,166.896787037,41.16802777799998,0.0,8.581110347160967
LKDS-00372,66.990537037,49.79302777799998,0.0,11.11551393186125
